,db,model,balance,tt_thresh,pn_thresh,split,auroc,aupr1,bg_aupr1
98,1_WH,rf_bl62,nobal,0.5,0.5,2,0.762062234057391,0.224031463797708,0.0995614035087719
99,1_WH,rf_bl62,nobal,0.5,0.6,0,0.617963822093156,0.409256399485399,0.287619047619048
100,1_WH,rf_bl62,nobal,0.5,0.6,1,0.568626699865926,0.525724788332865,0.441205053449951
101,1_WH,rf_bl62,nobal,0.5,0.6,2,0.586749613049173,0.424152207906014,0.329224075416969
102,1_WH,rf_bl62,nobal,0.5,0.7,0,0.561505498786371,0.472725236084938,0.405913978494624
103,1_WH,rf_bl62,nobal,0.5,0.7,1,0.637830810506442,0.741341577050134,0.630555555555556
104,1_WH,rf_bl62,nobal,0.5,0.7,2,0.561414748281596,0.501608968603992,0.46900826446281
105,1_WH,rf_bl62,nobal,1.0,0.0,0,0.743634092739201,0.0273893611505752,0.0081851691240242
106,1_WH,rf_bl62,nobal,1.0,0.0,1,0.80236528131652,0.0753213964533527,0.0082029414953203
107,1_WH,rf_bl62,nobal,1.0,0.0,2,0.796255285906222,0.0564481991905942,0.0082030897100009
108,1_WH,rf_bl62,nobal,1.0,0.4,0,0.710837002369567,0.0338300810155071,0.0131072596279043
109,1_WH,rf_bl62,nobal,1.0,0.4,1,0.807052989262946,0.0839046248035959,0.0086050037907505
110,1_WH,rf_bl62,nobal,1.0,0.4,2,0.817530935796148,0.0608034529058287,0.0086050037907505
111,1_WH,rf_bl62,nobal,1.0,0.5,0,0.692675397102027,0.139029800411861,0.0733959818535321
112,1_WH,rf_bl62,nobal,1.0,0.5,1,0.814758776380975,0.18892351357556,0.0429598788796366
113,1_WH,rf_bl62,nobal,1.0,0.5,2,0.785194917959522,0.141537516593916,0.0500055072144509
114,1_WH,rf_bl62,nobal,1.0,0.6,0,0.650236741316235,0.379147736965112,0.242505353319058
115,1_WH,rf_bl62,nobal,1.0,0.6,1,0.600048269510314,0.48586608192522,0.363782051282051
116,1_WH,rf_bl62,nobal,1.0,0.6,2,0.628553713274827,0.390992474891692,0.263341067285383
117,1_WH,rf_bl62,nobal,1.0,0.7,0,0.580834173939739,0.462504547188494,0.375
118,1_WH,rf_bl62,nobal,1.0,0.7,1,0.644107515484747,0.74275667520818,0.630555555555556
119,1_WH,rf_bl62,nobal,1.0,0.7,2,0.573621472702227,0.490688930438934,0.412727272727273
120,1_WH,rf_bl62,random_bal_1,0.3,0.0,0,0.787881944444444,0.780364053703527,0.5
121,1_WH,rf_bl62,random_bal_1,0.3,0.0,1,0.827721893491124,0.804966496641894,0.5
122,1_WH,rf_bl62,random_bal_1,0.3,0.0,2,0.818713450292398,0.763957210632879,0.5
123,1_WH,rf_bl62,random_bal_1,0.3,0.4,0,0.599479166666667,0.609747377211017,0.5
124,1_WH,rf_bl62,random_bal_1,0.3,0.4,1,0.588402366863905,0.550831076412759,0.5
125,1_WH,rf_bl62,random_bal_1,0.3,0.4,2,0.660741766697445,0.631304014869076,0.5
126,1_WH,rf_bl62,random_bal_1,0.3,0.5,0,0.5328125,0.533944184442031,0.5
127,1_WH,rf_bl62,random_bal_1,0.3,0.5,1,0.629798356982823,0.692030215692903,0.55793991416309
128,1_WH,rf_bl62,random_bal_1,0.3,0.5,2,0.515910787607316,0.585673917944189,0.548076923076923
129,1_WH,rf_bl62,random_bal_1,0.3,0.6,0,0.563923611111111,0.574643759884548,0.5
130,1_WH,rf_bl62,random_bal_1,0.3,0.6,1,0.643044189852701,0.719296903755205,0.580357142857143
131,1_WH,rf_bl62,random_bal_1,0.3,0.6,2,0.546271929824561,0.664942274131467,0.587628865979381
132,1_WH,rf_bl62,random_bal_1,0.3,0.7,0,0.608571428571429,0.742527311725458,0.631578947368421
133,1_WH,rf_bl62,random_bal_1,0.3,0.7,1,0.658760683760684,0.773193838137179,0.643564356435644
134,1_WH,rf_bl62,random_bal_1,0.3,0.7,2,0.486842105263158,0.626139403707495,0.622950819672131
135,1_WH,rf_bl62,random_bal_1,0.4,0.0,0,0.832070854638422,0.792640904731473,0.5
136,1_WH,rf_bl62,random_bal_1,0.4,0.0,1,0.83119253650622,0.800566747345534,0.5
137,1_WH,rf_bl62,random_bal_1,0.4,0.0,2,0.880875649076199,0.84331024598809,0.5
138,1_WH,rf_bl62,random_bal_1,0.4,0.4,0,0.745916727538349,0.682137416675952,0.5
139,1_WH,rf_bl62,random_bal_1,0.4,0.4,1,0.7979355394808,0.769973680067475,0.5
140,1_WH,rf_bl62,random_bal_1,0.4,0.4,2,0.835232761743751,0.804366965728079,0.5
141,1_WH,rf_bl62,random_bal_1,0.4,0.5,0,0.575927684441198,0.560512463569975,0.5
142,1_WH,rf_bl62,random_bal_1,0.4,0.5,1,0.5318288601947,0.530785203374253,0.5
143,1_WH,rf_bl62,random_bal_1,0.4,0.5,2,0.610067473735056,0.56701477664712,0.5
144,1_WH,rf_bl62,random_bal_1,0.4,0.6,0,0.532509130752374,0.526803862883457,0.5
145,1_WH,rf_bl62,random_bal_1,0.4,0.6,1,0.595371198568873,0.584645118200243,0.514200298953662
146,1_WH,rf_bl62,random_bal_1,0.4,0.6,2,0.539698205020786,0.532693376455242,0.516312056737589
147,1_WH,rf_bl62,random_bal_1,0.4,0.7,0,0.462143650499815,0.468413255302982,0.503401360544218
148,1_WH,rf_bl62,random_bal_1,0.4,0.7,1,0.638643410852713,0.706191286449971,0.604569420035149
149,1_WH,rf_bl62,random_bal_1,0.4,0.7,2,0.571295444643462,0.644106288347044,0.61590524534687
150,1_WH,rf_bl62,random_bal_1,0.5,0.0,0,0.804465203767866,0.754108493963224,0.5
151,1_WH,rf_bl62,random_bal_1,0.5,0.0,1,0.839917813270197,0.808436138968788,0.5
152,1_WH,rf_bl62,random_bal_1,0.5,0.0,2,0.818439616526616,0.771045669525915,0.5
153,1_WH,rf_bl62,random_bal_1,0.5,0.4,0,0.776162351553782,0.711372178257752,0.5
154,1_WH,rf_bl62,random_bal_1,0.5,0.4,1,0.853643094179976,0.826490111648449,0.5
155,1_WH,rf_bl62,random_bal_1,0.5,0.4,2,0.824516291796852,0.772075278816235,0.5
156,1_WH,rf_bl62,random_bal_1,0.5,0.5,0,0.631224751351062,0.578148465521149,0.5
157,1_WH,rf_bl62,random_bal_1,0.5,0.5,1,0.729623124842322,0.668915997202999,0.5
158,1_WH,rf_bl62,random_bal_1,0.5,0.5,2,0.676252692658503,0.610840776850385,0.5
159,1_WH,rf_bl62,random_bal_1,0.5,0.6,0,0.592878479988694,0.58970205579178,0.5
160,1_WH,rf_bl62,random_bal_1,0.5,0.6,1,0.546095402588833,0.559662910923786,0.5
161,1_WH,rf_bl62,random_bal_1,0.5,0.6,2,0.583503949232471,0.582697162286805,0.5
162,1_WH,rf_bl62,random_bal_1,0.5,0.7,0,0.511461485607356,0.538187773442293,0.5
163,1_WH,rf_bl62,random_bal_1,0.5,0.7,1,0.620395978934119,0.711469523773754,0.630555555555556
164,1_WH,rf_bl62,random_bal_1,0.5,0.7,2,0.563030041335947,0.554390754018728,0.5
165,1_WH,rf_bl62,random_bal_1,1.0,0.0,0,0.834785511356714,0.791494087471183,0.5
166,1_WH,rf_bl62,random_bal_1,1.0,0.0,1,0.86956859244309,0.823533191665184,0.5
167,1_WH,rf_bl62,random_bal_1,1.0,0.0,2,0.790768305226183,0.716196233701363,0.5
168,1_WH,rf_bl62,random_bal_1,1.0,0.4,0,0.776013722595013,0.734523864519216,0.5
169,1_WH,rf_bl62,random_bal_1,1.0,0.4,1,0.850205709406354,0.786785265875509,0.5
170,1_WH,rf_bl62,random_bal_1,1.0,0.4,2,0.842363038289119,0.796058523715323,0.5
171,1_WH,rf_bl62,random_bal_1,1.0,0.5,0,0.720389943910842,0.66014070673958,0.5
172,1_WH,rf_bl62,random_bal_1,1.0,0.5,1,0.810577538861612,0.74710170075085,0.5
173,1_WH,rf_bl62,random_bal_1,1.0,0.5,2,0.752052242426595,0.690180889604209,0.5
174,1_WH,rf_bl62,random_bal_1,1.0,0.6,0,0.609605329200961,0.581583213191243,0.5
175,1_WH,rf_bl62,random_bal_1,1.0,0.6,1,0.626693221292864,0.614911245635625,0.5
176,1_WH,rf_bl62,random_bal_1,1.0,0.6,2,0.613683556832075,0.601467129084254,0.5
177,1_WH,rf_bl62,random_bal_1,1.0,0.7,0,0.495894429581549,0.525574066728712,0.5
178,1_WH,rf_bl62,random_bal_1,1.0,0.7,1,0.649866682123812,0.744751303452312,0.630555555555556
179,1_WH,rf_bl62,random_bal_1,1.0,0.7,2,0.597908459314173,0.59751524521177,0.5
180,1_WH,rf_bl62,random_lencon_1,0.3,0.0,0,0.643090277777778,0.576034537715703,0.5
181,1_WH,rf_bl62,random_lencon_1,0.3,0.0,1,0.830236686390532,0.773386973618641,0.5
182,1_WH,rf_bl62,random_lencon_1,0.3,0.0,2,0.697814451382694,0.635263140158362,0.491379310344828
183,1_WH,rf_bl62,random_lencon_1,0.3,0.4,0,0.542569444444444,0.536722829878538,0.5
184,1_WH,rf_bl62,random_lencon_1,0.3,0.4,1,0.58508875739645,0.598095222108709,0.5
185,1_WH,rf_bl62,random_lencon_1,0.3,0.4,2,0.532894736842105,0.520046265501982,0.5
186,1_WH,rf_bl62,random_lencon_1,0.3,0.5,0,0.522916666666667,0.537108567580997,0.5
187,1_WH,rf_bl62,random_lencon_1,0.3,0.5,1,0.584802091112771,0.686476255755137,0.55793991416309
188,1_WH,rf_bl62,random_lencon_1,0.3,0.5,2,0.492627846211273,0.573583507523315,0.548076923076923
189,1_WH,rf_bl62,random_lencon_1,0.3,0.6,0,0.56,0.563951144629199,0.5
190,1_WH,rf_bl62,random_lencon_1,0.3,0.6,1,0.523527004909984,0.643471233764702,0.580357142857143
191,1_WH,rf_bl62,random_lencon_1,0.3,0.6,2,0.500986842105263,0.62956935402617,0.587628865979381
192,1_WH,rf_bl62,random_lencon_1,0.3,0.7,0,0.599940476190476,0.737384689703667,0.631578947368421
193,1_WH,rf_bl62,random_lencon_1,0.3,0.7,1,0.664423076923077,0.790523963834117,0.643564356435644
194,1_WH,rf_bl62,random_lencon_1,0.3,0.7,2,0.487096364098652,0.633346422999687,0.622950819672131
195,1_WH,rf_bl62,random_lencon_1,0.4,0.0,0,0.77314781088366,0.71622953535783,0.499325236167341
196,1_WH,rf_bl62,random_lencon_1,0.4,0.0,1,0.82950039981342,0.79988847719843,0.496392496392496
197,1_WH,rf_bl62,random_lencon_1,0.4,0.0,2,0.785512720974678,0.752734084020024,0.497267759562842
198,1_WH,rf_bl62,random_lencon_1,0.4,0.4,0,0.709930606281958,0.660933319553778,0.5
199,1_WH,rf_bl62,random_lencon_1,0.4,0.4,1,0.757200806290398,0.712597363889851,0.496392496392496
200,1_WH,rf_bl62,random_lencon_1,0.4,0.4,2,0.727566591017678,0.69512379361725,0.497267759562842
201,1_WH,rf_bl62,random_lencon_1,0.4,0.5,0,0.577461650840029,0.55169430025051,0.5
202,1_WH,rf_bl62,random_lencon_1,0.4,0.5,1,0.52309947944835,0.505522419718396,0.5
203,1_WH,rf_bl62,random_lencon_1,0.4,0.5,2,0.610437296220263,0.58818072501239,0.5
204,1_WH,rf_bl62,random_lencon_1,0.4,0.6,0,0.544539810080351,0.535811442303884,0.5
205,1_WH,rf_bl62,random_lencon_1,0.4,0.6,1,0.560134168157424,0.568818499940269,0.514200298953662
206,1_WH,rf_bl62,random_lencon_1,0.4,0.6,2,0.535210756984951,0.537355074485062,0.516312056737589
207,1_WH,rf_bl62,random_lencon_1,0.4,0.7,0,0.445664568678267,0.462284293414449,0.503401360544218
208,1_WH,rf_bl62,random_lencon_1,0.4,0.7,1,0.638643410852713,0.706191286449971,0.604569420035149
209,1_WH,rf_bl62,random_lencon_1,0.4,0.7,2,0.568324296848526,0.644899422030487,0.61590524534687
210,1_WH,rf_bl62,random_lencon_1,0.5,0.0,0,0.828288989582123,0.762438825383015,0.498349834983498
211,1_WH,rf_bl62,random_lencon_1,0.5,0.0,1,0.844321701325433,0.810493007500758,0.49780701754386
212,1_WH,rf_bl62,random_lencon_1,0.5,0.0,2,0.776732954819306,0.724210376106031,0.498353457738749
213,1_WH,rf_bl62,random_lencon_1,0.5,0.4,0,0.754901533635413,0.696903357511757,0.498349834983498
214,1_WH,rf_bl62,random_lencon_1,0.5,0.4,1,0.811962564684608,0.748094483993616,0.49780701754386
215,1_WH,rf_bl62,random_lencon_1,0.5,0.4,2,0.784030114036187,0.736083510324621,0.498353457738749
216,1_WH,rf_bl62,random_lencon_1,0.5,0.5,0,0.572757530127821,0.535988079585938,0.5
217,1_WH,rf_bl62,random_lencon_1,0.5,0.5,1,0.731368909066426,0.684510691526663,0.49780701754386
218,1_WH,rf_bl62,random_lencon_1,0.5,0.5,2,0.71017168085291,0.656256879648116,0.498353457738749
219,1_WH,rf_bl62,random_lencon_1,0.5,0.6,0,0.575286658967199,0.582615788591119,0.5
220,1_WH,rf_bl62,random_lencon_1,0.5,0.6,1,0.560854082167323,0.574066980320996,0.5
221,1_WH,rf_bl62,random_lencon_1,0.5,0.6,2,0.601435599371228,0.599114309245671,0.5
222,1_WH,rf_bl62,random_lencon_1,0.5,0.7,0,0.545524319108811,0.562711691894606,0.5
223,1_WH,rf_bl62,random_lencon_1,0.5,0.7,1,0.621012884634494,0.727260664894938,0.630555555555556
224,1_WH,rf_bl62,random_lencon_1,0.5,0.7,2,0.539562673446021,0.544194431949247,0.5
225,1_WH,rf_bl62,random_lencon_1,1.0,0.0,0,0.821489775763913,0.775719343219394,0.498349834983498
226,1_WH,rf_bl62,random_lencon_1,1.0,0.0,1,0.831759902275744,0.789014402346843,0.49780701754386
227,1_WH,rf_bl62,random_lencon_1,1.0,0.0,2,0.78848359826102,0.7544511417552,0.498353457738749
228,1_WH,rf_bl62,random_lencon_1,1.0,0.4,0,0.789679427597692,0.728315537928481,0.498349834983498
229,1_WH,rf_bl62,random_lencon_1,1.0,0.4,1,0.831865706096224,0.791373094438418,0.49780701754386
230,1_WH,rf_bl62,random_lencon_1,1.0,0.4,2,0.775976248084134,0.733698963962679,0.498353457738749
231,1_WH,rf_bl62,random_lencon_1,1.0,0.5,0,0.617842550637078,0.557774608565092,0.498349834983498
232,1_WH,rf_bl62,random_lencon_1,1.0,0.5,1,0.693431025527576,0.626826391365199,0.49780701754386
233,1_WH,rf_bl62,random_lencon_1,1.0,0.5,2,0.705455518175421,0.665818979095476,0.498353457738749
234,1_WH,rf_bl62,random_lencon_1,1.0,0.6,0,0.596323747983763,0.59993520420853,0.5
235,1_WH,rf_bl62,random_lencon_1,1.0,0.6,1,0.58474354247123,0.577863242214664,0.5
236,1_WH,rf_bl62,random_lencon_1,1.0,0.6,2,0.600596266180209,0.602101326333535,0.5
237,1_WH,rf_bl62,random_lencon_1,1.0,0.7,0,0.589053111705627,0.594757614708513,0.5
238,1_WH,rf_bl62,random_lencon_1,1.0,0.7,1,0.652872544798119,0.754341214383661,0.630555555555556
239,1_WH,rf_bl62,random_lencon_1,1.0,0.7,2,0.579469813114945,0.570274464406398,0.5
240,1_WH,rf_esm2,minsize,0.3,0.0,0,0.890350877192982,0.914620242505127,0.622950819672131
241,1_WH,rf_esm2,minsize,0.3,0.0,1,0.942918891431477,0.945815038511399,0.622950819672131
242,1_WH,rf_esm2,minsize,0.3,0.0,2,0.946542079837274,0.968601259535103,0.622950819672131
243,1_WH,rf_esm2,minsize,0.3,0.4,0,0.787948131197559,0.856130787885581,0.622950819672131
244,1_WH,rf_esm2,minsize,0.3,0.4,1,0.591406051360285,0.695989399084636,0.622950819672131
245,1_WH,rf_esm2,minsize,0.3,0.4,2,0.668065090261887,0.722353559393083,0.622950819672131
246,1_WH,rf_esm2,minsize,0.3,0.5,0,0.666603101957793,0.762311454557885,0.622950819672131
247,1_WH,rf_esm2,minsize,0.3,0.5,1,0.681540808543097,0.717563865817641,0.622950819672131
248,1_WH,rf_esm2,minsize,0.3,0.5,2,0.546974319857615,0.720241971715043,0.622950819672131
249,1_WH,rf_esm2,minsize,0.3,0.6,0,0.718408339689804,0.83206843001216,0.622950819672131
250,1_WH,rf_esm2,minsize,0.3,0.6,1,0.708428680396644,0.738389349919799,0.622950819672131
251,1_WH,rf_esm2,minsize,0.3,0.6,2,0.602148487159929,0.709729564017733,0.622950819672131
252,1_WH,rf_esm2,minsize,0.3,0.7,0,0.618166793796084,0.734087696873274,0.622950819672131
253,1_WH,rf_esm2,minsize,0.3,0.7,1,0.725972540045767,0.759107151433651,0.622950819672131
254,1_WH,rf_esm2,minsize,0.3,0.7,2,0.667937960844139,0.800380252988179,0.622950819672131
255,1_WH,rf_esm2,minsize,0.4,0.0,0,0.933193490973811,0.959040528861898,0.622950819672131
256,1_WH,rf_esm2,minsize,0.4,0.0,1,0.940757691329774,0.942349178322713,0.622950819672131
257,1_WH,rf_esm2,minsize,0.4,0.0,2,0.955758962623951,0.969834376006133,0.622950819672131
258,1_WH,rf_esm2,minsize,0.4,0.4,0,0.846236969234681,0.877744611070381,0.622950819672131
259,1_WH,rf_esm2,minsize,0.4,0.4,1,0.853229087210781,0.870395671605361,0.622950819672131
260,1_WH,rf_esm2,minsize,0.4,0.4,2,0.915586066615815,0.936017700511697,0.622950819672131
261,1_WH,rf_esm2,minsize,0.4,0.5,0,0.798690566997203,0.86118391064142,0.622950819672131
262,1_WH,rf_esm2,minsize,0.4,0.5,1,0.670798372743453,0.74881868594332,0.622950819672131
